"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-05-18","4.9","2.5","0.0","0.0","13.9","18.3","11.1","   30","   10","7.6","10.3","    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-05-19","2.4","0.5","0.0","0.0","15.6","20.6","12.2","   30","   40","10.3","11.6","    1",,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-05-20","6.1","6.9","0.0","0.0","10.7","12.8","6.7","   30","   30","10.7","12.5","    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-05-21","2.8","49.8","0.0","0.0","11.6","17.8","9.4","  220","  220","8.1","10.3","    1","    1","    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-05-22","2.1","0.0","0.0","0.0","15.0","19.4","12.2","   50","   50","6.3","6.7","    1","    1",,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-05-23","1.8","0.0","0.0","0.0","17.7","26.7","11.1","   90","  100","5.8","7.2","    1",,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-05-24","2.3","0.0","0.0","0.0","21.8","30.6","14.4","  220","  180","5.8","9.4",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-05-25","4.0","0.0","0.0","0.0","25.3","31.7","19.4","  220","  220","7.6","10.7",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-05-26","3.1","0.0","0.0","0.0","26.1","32.2","21.1","  270","  250","5.8","7.6",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-05-27","2.1","0.0","0.0","0.0","28.2","36.1","21.1","   80","   60","6.3","7.6",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-05-28","3.2","0.0","0.0","0.0","28.2","35.0","21.1","   20","   30","13.9","17.4",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-05-29","3.0","0.0","0.0","0.0","24.8","30.6","18.9","   80","   70","8.9","13.4",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-05-30","3.6","22.9","0.0","0.0","24.1","30.0","19.4","  110","  270","9.4","10.7","    1",,"    1",,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-05-31","4.3","0.0","0.0","0.0","24.9","31.7","20.6","  260","  240","8.1","10.7",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-01","6.0","0.0","0.0","0.0","21.6","24.4","11.7","   30","   30","10.7","13.0",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-02","3.9","7.9","0.0","0.0","15.3","21.1","11.1","   40","   40","6.7","8.1","    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-03","6.4","0.0","0.0","0.0","19.2","25.6","15.6","  280","  310","11.6","17.0","    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-04","4.5","0.0","0.0","0.0","19.2","26.7","12.8","  290","  320","9.4","11.2",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-05","5.9","0.3","0.0","0.0","19.4","22.2","12.2","   30","   30","10.3","12.5",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-06","2.6","2.5","0.0","0.0","16.1","26.1","8.9","  290","  280","7.2","8.5",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-07","3.9","0.0","0.0","0.0","21.9","27.2","15.6","   30","   40","7.6","9.4",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-08","3.7","0.0","0.0","0.0","17.9","22.8","15.0","   20","   30","6.7","7.6",,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-09","2.6","33.3","0.0","0.0","18.9","27.8","13.9","   60","   60","9.4","10.7","    1",,"    1",,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-10","3.5","34.0","0.0","0.0","18.1","21.7","15.6","  250","  230","8.9","11.6","    1","    1","    1",,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-11","4.3","2.5","0.0","0.0","17.8","21.1","16.1","  100","   70","7.2","8.9","    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-12","1.7","0.0","0.0","0.0","20.7","26.7","16.7","  220","  230","5.4","5.8","    1",,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-13","3.9","0.0","0.0","0.0","23.7","27.2","17.8","  320","  320","8.9","11.2","    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-14","2.0","0.0","0.0","0.0","22.8","27.2","17.8","   80","   80","6.3","7.2",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-15","3.0","0.0","0.0","0.0","23.6","31.7","17.8","  160","  150","7.2","9.8",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-16","4.3","16.5","0.0","0.0","27.1","33.3","20.6","   30","   20","13.9","20.1","    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-17","4.8","0.0","0.0","0.0","29.9","33.9","25.6","  210","  200","9.8","12.1",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-18","5.7","9.1","0.0","0.0","30.3","35.0","18.9","  360","  240","12.5","14.8","    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-19","3.8","0.5","0.0","0.0","21.6","27.2","17.2","  340","   10","8.1","9.4","    1",,"    1",,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-20","3.6","0.0","0.0","0.0","20.6","25.0","18.3","   40","   50","7.6","8.9",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-21","5.7","35.8","0.0","0.0","18.8","19.4","16.7","   70","   70","8.9","10.7","    1",,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-22","6.2","31.2","0.0","0.0","16.9","17.8","15.0","   40","   30","9.8","12.5","    1",,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-23","2.4","0.0","0.0","0.0","20.1","27.2","16.7","  100","  330","5.8","6.7",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-24","3.9","0.0","0.0","0.0","22.6","26.7","17.8","   20","   30","9.4","10.7",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-25","5.1","0.0","0.0","0.0","20.5","25.6","16.1","  100","  100","9.4","10.3",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-26","4.0","19.3","0.0","0.0","22.9","28.9","18.9","  180","  160","7.6","9.8","    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-27","3.0","0.8","0.0","0.0","22.7","26.7","20.6","  280","  270","8.1","10.7","    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-28","2.1","0.0","0.0","0.0","24.6","31.1","20.0","   90","   80","6.3","8.5","    1",,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-29","4.5","0.0","0.0","0.0","27.8","35.6","22.8","  200","  200","7.6","10.3",,,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-06-30","5.0","0.0","0.0","0.0","30.6","34.4","26.7","  190","  190","9.4","13.0",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-01","5.5","6.1","0.0","0.0","29.5","34.4","24.4","  260","  250","17.0","21.9","    1",,"    1",,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-02","2.6","0.0","0.0","0.0","25.0","29.4","20.6","  100","   90","5.4","10.3",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-03","2.8","0.0","0.0","0.0","25.4","31.7","17.2","   80","   90","6.7","8.1",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-04","3.4","0.3","0.0","0.0","28.6","33.9","24.4","  190","  180","7.6","10.7",,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-05","2.9","0.5","0.0","0.0","27.4","33.3","23.3","  290","  300","8.1","9.8",,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-06","6.2","0.0","0.0","0.0","23.3","23.9","17.8","   40","   40","9.8","12.1",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-07","3.1","0.0","0.0","0.0","21.4","27.8","15.0","  110","   90","6.7","9.4",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-08","1.9","0.0","0.0","0.0","23.8","31.1","17.2","  170","  170","5.4","7.6",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-09","3.5","0.0","0.0","0.0","26.3","32.8","19.4","  240","  220","6.7","8.9",,,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-10","4.8","0.0","0.0","0.0","27.8","30.6","21.7","   30","   40","9.4","12.1",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-11","2.9","0.0","0.0","0.0","25.1","30.6","19.4","   40","   30","6.7","8.9",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-12","3.3","0.0","0.0","0.0","25.9","30.6","21.1","  200","  170","7.2","8.9",,,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-13","3.9","0.0","0.0","0.0","27.7","35.0","22.2","  240","  160","7.2","9.4",,,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-14","2.1","6.6","0.0","0.0","25.7","27.8","22.2","  260","  260","7.6","9.4","    1",,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-15","1.7","0.0","0.0","0.0","26.8","32.8","22.2","  300","  220","6.3","7.6","    1",,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-16","2.7","2.0","0.0","0.0","27.9","33.9","22.2","   60","  340","8.1","11.2",,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-17","4.4","0.0","0.0","0.0","24.8","27.2","20.0","   20","   20","8.1","10.3",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-18","3.3","0.0","0.0","0.0","22.3","26.7","17.2","   70","   50","6.3","8.5",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-19","4.6","0.8","0.0","0.0","24.3","30.6","19.4","  160","  170","8.9","11.6",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-20","5.2","3.8","0.0","0.0","24.3","25.6","21.1","  230","  230","9.4","12.5","    1",,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-21","5.8","3.0","0.0","0.0","21.9","26.1","20.6","  350","  350","8.9","11.6","    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-22","6.6","3.3","0.0","0.0","21.5","24.4","19.4","   20","   30","10.7","13.0","    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-23","4.1","0.0","0.0","0.0","22.4","27.8","18.3","   10","   10","7.6","11.2",,,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-24","2.2","0.0","0.0","0.0","23.9","31.1","18.9","  320","  320","6.3","8.1",,,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-25","3.5","0.0","0.0","0.0","26.0","32.2","19.4","  300","  300","6.3","8.1",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-26","4.6","0.8","0.0","0.0","24.8","27.2","18.9","  290","  240","8.1","11.6",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-27","3.6","0.0","0.0","0.0","21.2","26.1","16.7","  310","  300","7.2","9.8",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-28","2.5","0.0","0.0","0.0","21.8","27.8","16.1","  130","  350","5.4","8.9",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-29","1.3","1.8","0.0","0.0","22.2","28.3","16.7","  110","  100","6.7","9.4",,,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-30","2.7","0.0","0.0","0.0","22.5","27.8","16.7","  100","   70","6.7","8.5",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-07-31","3.4","0.0","0.0","0.0","22.7","26.7","18.9","   30","   70","6.7","8.9",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-01","3.4","0.0","0.0","0.0","22.9","29.4","17.2","  220","  220","9.4","13.4","    1",,"    1",,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-02","4.0","0.0","0.0","0.0","24.9","29.4","21.1","  210","  260","7.6","9.8",,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-03","1.8","0.0","0.0","0.0","25.1","31.7","19.4","  100","   90","7.6","9.4","    1",,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-04","4.3","0.0","0.0","0.0","27.8","36.1","21.7","  230","  240","9.4","11.6",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-05","5.6","0.0","0.0","0.0","29.3","34.4","23.9","  240","  230","11.2","14.8",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-06","3.0","8.6","0.0","0.0","25.3","27.2","20.6","  300","  300","8.9","15.7","    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-07","2.2","59.9","0.0","0.0","24.1","28.3","20.6","   30","   20","8.1","9.8","    1","    1","    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-08","2.6","0.0","0.0","0.0","23.3","29.4","20.6","   10","   10","5.8","7.2",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-09","4.3","10.9","0.0","0.0","25.5","31.7","20.6","  260","  250","11.2","14.3",,,"    1",,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-10","4.1","0.0","0.0","0.0","24.5","28.3","21.1","   20","   20","8.9","10.7","    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-11","2.1","0.0","0.0","0.0","24.9","31.1","20.0","   20","   30","9.4","10.3",,,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-12","2.7","0.0","0.0","0.0","25.9","30.6","21.1","   30","   20","6.7","8.5","    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-13","1.3","0.0","0.0","0.0","25.1","31.7","18.9","  110","   30","5.8","7.2","    1",,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-14","2.3","0.0","0.0","0.0","26.2","30.6","21.7","  240","  240","5.4","7.2",,,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-15","2.6","0.3","0.0","0.0","26.6","29.4","22.8","  160","  170","7.6","9.4",,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-16","2.0","12.7","0.0","0.0","25.2","30.0","20.6","  300","  300","7.2","8.9","    1",,"    1",,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-17","2.5","2.8","0.0","0.0","23.8","29.4","20.0","   30","   60","6.3","7.6","    1",,"    1",,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-18","3.8","0.0","0.0","0.0","24.1","26.7","21.1","   30","   20","7.2","8.9","    1",,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-19","2.9","0.0","0.0","0.0","24.2","30.0","20.0","   80","   90","7.6","9.8","    1",,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-20","4.5","20.8","0.0","0.0","23.9","26.1","20.6","  110","  110","7.2","11.6","    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-21","4.7","3.3","0.0","0.0","22.1","25.6","18.9","   10","   10","13.0","16.5","    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-22","3.9","0.0","0.0","0.0","20.8","26.1","14.4","  340","  350","8.1","10.7",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-23","2.9","0.0","0.0","0.0","21.1","26.7","15.6","  220","  210","7.2","9.4",,,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-24","5.3","1.0","0.0","0.0","20.2","22.2","17.2","  180","  160","9.8","13.0","    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-25","3.0","1.5","0.0","0.0","21.6","30.0","18.9","  180","  180","6.7","8.9","    1",,"    1",,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-26","4.0","0.0","0.0","0.0","27.1","33.9","22.2","  220","  220","9.8","13.9","    1","    1",,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-27","7.2","0.0","0.0","0.0","29.7","33.9","25.6","  200","  200","13.0","16.1",,,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-28","5.3","35.3","0.0","0.0","27.9","32.8","19.4","  330","  320","14.8","19.7","    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-29","4.2","10.7","0.0","0.0","22.0","24.4","18.3","  160","  160","10.7","14.8","    1",,"    1",,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-30","3.0","0.0","0.0","0.0","19.8","22.8","16.1","   60","   60","6.3","7.6",,,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-08-31","3.5","0.0","0.0","0.0","21.1","29.4","15.6","  140","  140","11.2","13.9","    1",,"    1",,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-01","3.5","4.1","0.0","0.0","24.7","30.0","22.2","  210","  200","9.8","13.0","    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-02","4.2","0.5","0.0","0.0","26.6","32.8","21.1","  220","  200","9.4","12.1",,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-03","3.0","45.5","0.0","0.0","25.1","31.1","21.1","   70","  100","9.4","12.5","    1",,"    1",,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-04","3.4","0.0","0.0","0.0","26.3","33.3","21.7","  190","  190","6.7","8.9",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-05","5.4","6.1","0.0","0.0","28.1","32.8","20.6","  220","  210","10.7","13.9","    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-06","6.0","13.5","0.0","0.0","20.3","20.6","17.8","   20","   10","9.8","11.6","    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-07","6.0","7.6","0.0","0.0","19.5","20.6","17.2","   40","   40","10.3","12.5","    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-08","7.6","0.0","0.0","0.0","19.3","20.6","17.2","   50","   50","10.3","13.4",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-09","6.8","0.0","0.0","0.0","17.9","20.0","15.6","   30","   30","11.2","14.3",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-10","3.0","0.0","0.0","0.0","18.3","23.3","13.3","   10","  360","6.7","13.0",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-11","2.0","0.0","0.0","0.0","19.4","26.1","13.9","  180","  220","5.4","7.6","    1",,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-12","2.6","0.0","0.0","0.0","21.6","27.8","16.1","   80","   90","6.7","8.9",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-13","2.0","0.0","0.0","0.0","20.6","25.6","15.6","   80","   80","5.8","7.2",,,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-14","1.7","0.0","0.0","0.0","22.8","30.6","17.8","   60","   60","6.3","7.2",,,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-15","3.1","0.0","0.0","0.0","23.1","27.8","17.8","   30","   20","6.3","7.6","    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-16","2.9","0.0","0.0","0.0","24.5","31.7","18.9","  110","  170","6.7","9.8","    1",,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-17","1.5","0.0","0.0","0.0","26.1","32.8","20.6","  100","   20","5.4","6.3",,,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-18","3.7","0.0","0.0","0.0","22.9","23.9","18.9","  360","  360","9.8","11.2",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-19","4.1","5.3","0.0","0.0","20.8","24.4","18.9","   10","  340","7.2","8.9","    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-20","3.5","0.0","0.0","0.0","24.1","33.9","18.9","  210","  210","10.3","14.3","    1",,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-21","7.2","0.0","0.0","0.0","26.1","28.3","13.3","  210","  210","11.6","17.0",,,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-22","4.2","0.0","0.0","0.0","14.8","17.8","10.6","   60","   80","9.8","12.1",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-23","2.3","0.0","0.0","0.0","15.4","21.7","10.0","   80","   40","5.8","7.2","    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-24","2.9","0.0","0.0","0.0","18.3","23.3","13.9","  120","   80","5.8","7.2","    1",,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-25","3.9","6.4","0.0","0.0","22.7","28.9","16.1","  290","  310","13.9","21.0","    1",,"    1",,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-26","3.9","0.0","0.0","0.0","16.1","19.4","10.0","  320","  320","8.9","11.2",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-27","3.4","0.0","0.0","0.0","14.8","21.1","8.9","  200","  200","7.2","10.3",,,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-28","2.7","1.8","0.0","0.0","14.6","15.6","7.8","  280","  280","7.2","11.2",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-29","2.7","0.5","0.0","0.0","10.2","16.1","5.6","  100","  110","7.2","8.5",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-09-30","3.4","1.5","0.0","0.0","13.7","16.7","11.7","   30","   30","6.7","9.4","    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-10-01","3.2","39.6","0.0","0.0","16.0","22.2","13.9","  320","  320","8.1","12.1","    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-10-02","2.3","0.3","0.0","0.0","16.7","19.4","14.4","  300","  290","6.7","9.4","    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-10-03","6.2","0.0","0.0","0.0","20.9","31.1","15.0","  210","  290","12.5","19.2",,,,,,,"    1",
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-10-04","7.2","1.0","0.0","0.0","18.8","25.0","11.1","   30","   40","10.7","13.9",,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-10-05","3.2","31.5","0.0","0.0","14.1","18.3","12.2","  130","  120","7.2","9.8","    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-10-06","3.6","3.0","0.0","0.0","17.6","21.1","13.9","   30","  320","7.6","10.7","    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","2018-10-07","4.7","13.2","0.0","0.0","14.4","17.2","13.9","   30","   40","7.6","9.8","    1",,"    1",,,,,
